race,income,sex,schoolYears,age,spend
white,62390.0,female,16.0,56.0,828.61
white,194628.0,male,19.0,31.0,691.56
white,8135.0,male,13.0,31.0,611.38
white,24054.0,male,14.0,30.0,589.52
other,94091.0,male,16.0,39.0,899.41
white,33135.0,female,14.0,48.0,735.01
black,119984.0,male,15.0,31.0,636.04
white,86409.0,male,17.0,33.0,714.1
hispanic,30167.0,male,12.0,31.0,760.89
hispanic,94171.0,male,15.0,27.0,696.17
hispanic,25438.0,female,11.0,55.0,817.28
black,66307.0,female,12.0,53.0,587.67
white,96085.0,female,18.0,48.0,787.92
hispanic,12640.0,female,14.0,39.0,615.76
white,92697.0,male,21.0,36.0,781.8
white,56184.0,male,15.0,33.0,695.04
hispanic,70715.0,male,15.0,24.0,623.33
asian,26433.0,female,15.0,46.0,807.26
white,11922.0,male,12.0,37.0,788.95
other,44033.0,male,13.0,38.0,859.88
white,65277.0,female,15.0,54.0,832.97
white,96578.0,male,19.0,33.0,707.63
asian,79596.0,female,16.0,55.0,942.83
other,25539.0,male,12.0,38.0,865.37
black,2997.0,female,12.0,46.0,494.43
white,177194.0,female,19.0,50.0,797.03
other,13258.0,male,11.0,32.0,644.84
white,12834.0,female,13.0,54.0,766.04
hispanic,53483.0,female,16.0,52.0,815.18
hispanic,85322.0,male,15.0,35.0,921.94
black,34439.0,female,14.0,60.0,677.57
hispanic,124185.0,male,15.0,29.0,746.04
hispanic,59366.0,male,13.0,37.0,987.11
white,147117.0,female,19.0,45.0,762.77
white,211461.0,female,20.0,51.0,823.97
hispanic,83020.0,male,17.0,35.0,928.01
hispanic,66629.0,male,15.0,34.0,858.41
black,9817.0,female,12.0,48.0,513.67
other,122838.0,male,16.0,28.0,559.3
asian,47198.0,female,16.0,53.0,903.96
hispanic,150721.0,female,18.0,48.0,790.31
white,186399.0,male,18.0,34.0,753.97
white,376246.0,male,18.0,40.0,951.95
white,101918.0,female,18.0,46.0,741.17
hispanic,17889.0,male,13.0,33.0,827.34
white,92523.0,male,18.0,33.0,716.11
black,15782.0,male,12.0,33.0,682.12
white,135231.0,female,17.0,53.0,812.04
white,71851.0,female,17.0,45.0,722.6
white,150190.0,male,18.0,34.0,748.61
hispanic,39535.0,female,13.0,45.0,720.73
white,1195.0,male,14.0,33.0,661.04
black,24735.0,female,11.0,50.0,559.5
hispanic,7860.0,male,12.0,34.0,839.02
white,131206.0,female,18.0,53.0,831.33
white,82829.0,female,18.0,53.0,834.15
white,13265.0,female,14.0,49.0,741.39
white,98480.0,female,18.0,54.0,804.74
other,164359.0,female,15.0,52.0,796.57
other,24585.0,male,11.0,34.0,699.08
white,106154.0,female,18.0,50.0,814.12
white,27124.0,female,13.0,53.0,804.08
hispanic,112351.0,female,15.0,38.0,658.75
white,32675.0,female,14.0,51.0,787.95
black,38144.0,female,13.0,53.0,602.16
white,70317.0,male,17.0,38.0,856.19
white,71244.0,female,15.0,43.0,674.44
white,22815.0,male,14.0,39.0,876.29
white,236085.0,male,18.0,27.0,549.84
white,27718.0,male,13.0,35.0,764.91
black,58689.0,female,14.0,45.0,504.81
hispanic,16290.0,female,13.0,45.0,707.46
white,31445.0,female,13.0,49.0,739.69
white,27401.0,female,15.0,49.0,758.21
white,11106.0,female,14.0,53.0,806.34
white,33471.0,female,14.0,47.0,761.43
white,62434.0,female,16.0,51.0,801.63
black,209257.0,female,16.0,48.0,571.95
white,23738.0,female,14.0,57.0,837.29
white,49129.0,male,17.0,32.0,675.28
white,41816.0,male,15.0,32.0,651.36
white,12635.0,female,14.0,54.0,786.33
white,15586.0,female,13.0,52.0,760.67
white,62779.0,female,17.0,57.0,859.4
white,791000.0,female,18.0,47.0,789.5
hispanic,59884.0,female,16.0,57.0,876.83
black,56415.0,female,14.0,48.0,554.85
white,62351.0,male,15.0,27.0,540.25
hispanic,221201.0,male,15.0,29.0,757.26
white,32420.0,female,14.0,57.0,870.3
white,19319.0,male,15.0,33.0,696.09
hispanic,29610.0,male,12.0,39.0,1034.93
white,38387.0,male,13.0,33.0,664.6
black,90959.0,female,16.0,53.0,602.83
black,16769.0,male,13.0,31.0,639.01
asian,10265.0,male,15.0,46.0,1122.26
other,89108.0,female,15.0,48.0,759.9
hispanic,99066.0,female,16.0,42.0,692.8
white,47389.0,female,14.0,57.0,837.93
asian,212693.0,male,19.0,31.0,671.29
white,58741.0,male,17.0,35.0,759.23
black,70184.0,female,14.0,49.0,545.34
white,21303.0,female,15.0,55.0,826.27
black,137755.0,male,16.0,34.0,756.69
white,6378.0,female,14.0,54.0,798.31
other,191824.0,female,15.0,58.0,873.68
white,21294.0,male,14.0,33.0,695.15
white,114962.0,female,17.0,49.0,776.69
other,69864.0,female,12.0,53.0,794.52
other,31273.0,female,14.0,49.0,750.69
black,15550.0,male,12.0,32.0,640.22
white,76083.0,female,16.0,46.0,710.11
other,110317.0,male,17.0,36.0,799.95
white,15040.0,female,13.0,49.0,750.73
white,138198.0,male,18.0,35.0,774.7
hispanic,219965.0,male,16.0,33.0,871.95
white,170060.0,male,16.0,35.0,780.91
white,118250.0,female,20.0,49.0,784.88
white,29067.0,female,14.0,50.0,759.51
asian,14474.0,male,15.0,38.0,824.73
black,199673.0,female,15.0,46.0,541.95
white,78028.0,female,16.0,45.0,750.28
white,67056.0,male,16.0,39.0,886.03
white,45521.0,male,15.0,34.0,728.58
white,263599.0,female,18.0,50.0,783.71
white,10954.0,female,15.0,52.0,768.29
hispanic,38533.0,female,12.0,47.0,736.51
other,43966.0,male,14.0,33.0,711.36
hispanic,21009.0,male,12.0,30.0,739.7
white,145765.0,male,18.0,35.0,760.87
white,121307.0,female,19.0,48.0,757.59
hispanic,73410.0,male,14.0,33.0,832.86
white,22071.0,female,14.0,57.0,805.9
hispanic,51106.0,female,13.0,47.0,740.93
asian,34880.0,male,13.0,37.0,832.77
white,11031.0,male,15.0,35.0,754.46
white,158315.0,male,16.0,33.0,709.85
other,6904.0,female,12.0,56.0,810.25
hispanic,487998.0,female,17.0,52.0,834.33
white,215601.0,female,18.0,48.0,779.81
white,186317.0,female,18.0,58.0,888.71
white,24310.0,male,14.0,30.0,581.17
white,12066.0,male,13.0,30.0,612.45
asian,13182.0,male,17.0,35.0,734.92
white,37639.0,male,13.0,37.0,829.22
white,66414.0,male,17.0,35.0,769.67
white,98950.0,female,18.0,50.0,787.46
black,17180.0,male,12.0,31.0,611.4
white,309219.0,male,18.0,37.0,851.77
white,13152.0,male,13.0,33.0,686.12
white,32355.0,male,13.0,25.0,458.55
other,37451.0,male,13.0,23.0,454.78
white,154268.0,female,18.0,58.0,862.95
black,113671.0,female,18.0,50.0,577.23
hispanic,181685.0,male,15.0,31.0,800.84
white,59066.0,male,15.0,37.0,823.37
hispanic,83978.0,female,15.0,53.0,795.48
white,102332.0,female,19.0,52.0,814.9
white,44149.0,female,16.0,44.0,704.45
hispanic,84399.0,female,16.0,52.0,802.8
black,45834.0,female,14.0,51.0,577.72
white,29332.0,male,14.0,34.0,704.77
white,28869.0,female,13.0,52.0,787.32
black,99351.0,male,16.0,43.0,1038.16
white,11872.0,male,15.0,36.0,764.39
black,67650.0,female,12.0,45.0,515.99
hispanic,1109839.0,male,14.0,36.0,984.66
black,246124.0,male,15.0,40.0,940.28
hispanic,68619.0,female,13.0,45.0,706.83
hispanic,4431.0,female,11.0,57.0,804.01
white,234432.0,female,17.0,52.0,825.74
hispanic,7098.0,male,12.0,35.0,889.46
white,87346.0,female,17.0,49.0,773.64
black,7331.0,female,12.0,54.0,598.34
white,24495.0,female,13.0,51.0,790.82
black,31763.0,male,12.0,33.0,668.46
white,49943.0,female,16.0,46.0,711.86
hispanic,40508.0,male,16.0,28.0,707.42
white,51643.0,female,17.0,52.0,777.9
white,19118.0,male,16.0,34.0,729.98
white,18818.0,female,14.0,52.0,786.14
white,75164.0,female,15.0,50.0,772.73
white,178257.0,female,18.0,54.0,834.66
white,27280.0,female,14.0,49.0,745.62
hispanic,23121.0,male,12.0,32.0,788.97
white,40813.0,female,17.0,56.0,814.49
white,21267.0,female,14.0,49.0,743.15
white,41735.0,male,15.0,30.0,631.46
white,52425.0,male,16.0,39.0,898.8
white,23088.0,male,14.0,40.0,934.22
other,8693.0,male,12.0,34.0,713.59
white,18712.0,male,15.0,36.0,788.59
white,159371.0,male,18.0,38.0,865.07
white,28615.0,female,13.0,53.0,796.42
black,15851.0,female,12.0,54.0,609.15
white,55618.0,male,16.0,36.0,814.93
hispanic,62839.0,female,14.0,51.0,778.55
hispanic,397735.0,female,16.0,45.0,743.41
white,124212.0,female,16.0,51.0,793.34
black,102382.0,female,14.0,51.0,568.65
white,45754.0,female,17.0,53.0,801.16
white,11087.0,female,16.0,50.0,759.53
white,65188.0,female,15.0,48.0,733.66
hispanic,29481.0,male,12.0,34.0,817.19
other,77699.0,male,13.0,29.0,589.68
white,22554.0,female,14.0,48.0,745.75
white,129189.0,female,18.0,54.0,806.17
white,68122.0,female,17.0,44.0,708.32
white,10462.0,male,14.0,31.0,629.05
other,14324.0,female,11.0,55.0,801.49
white,14524.0,female,16.0,56.0,825.51
white,16662.0,female,15.0,51.0,759.52
white,21650.0,male,13.0,25.0,493.59
asian,33473.0,male,14.0,33.0,676.81
hispanic,15938.0,female,13.0,52.0,754.61
white,21349.0,male,17.0,26.0,516.24
white,62002.0,female,15.0,59.0,896.19
other,36347.0,female,12.0,54.0,817.25
white,107130.0,female,18.0,53.0,825.67
hispanic,59709.0,male,14.0,41.0,1118.07
white,67851.0,female,16.0,51.0,794.84
hispanic,106929.0,male,17.0,29.0,764.74
white,24511.0,female,14.0,48.0,701.79
white,23688.0,female,13.0,50.0,739.81
white,42068.0,female,15.0,55.0,828.8
hispanic,27065.0,male,13.0,30.0,751.71
white,35015.0,male,13.0,32.0,639.4
white,56054.0,female,15.0,54.0,799.66
asian,88548.0,male,18.0,40.0,950.37
hispanic,90053.0,female,18.0,54.0,815.49
hispanic,32610.0,male,13.0,42.0,1162.68
white,4807.0,female,14.0,52.0,764.08
hispanic,17002.0,female,11.0,44.0,692.75
hispanic,44477.0,female,13.0,56.0,819.79
black,22134.0,female,13.0,41.0,429.14
asian,135478.0,male,20.0,34.0,768.82
white,29040.0,male,14.0,38.0,855.06
white,23626.0,female,15.0,50.0,784.43
other,7708.0,female,11.0,56.0,787.7
white,111125.0,female,19.0,44.0,736.67
white,5684.0,male,14.0,35.0,720.49
white,45816.0,female,13.0,53.0,814.76
hispanic,309776.0,female,16.0,48.0,773.33
black,33149.0,male,13.0,33.0,722.09
white,16244.0,male,14.0,34.0,703.99
white,22769.0,male,15.0,25.0,474.08
white,18335.0,male,14.0,30.0,610.38
white,65730.0,female,16.0,46.0,740.27
white,74033.0,female,18.0,47.0,740.18
white,19029.0,male,17.0,38.0,864.91
white,73186.0,male,15.0,38.0,851.13
other,12784.0,male,12.0,36.0,766.17
hispanic,45511.0,male,15.0,33.0,849.35
white,245531.0,male,17.0,34.0,750.52
white,27228.0,female,14.0,51.0,740.77
other,22022.0,male,12.0,34.0,705.72
other,54616.0,male,17.0,37.0,833.62
white,129281.0,female,17.0,52.0,801.0
white,33359.0,male,13.0,29.0,574.86
white,39087.0,female,14.0,44.0,673.99
hispanic,72358.0,male,15.0,23.0,602.28
white,38318.0,male,15.0,39.0,886.15
black,16823.0,female,11.0,51.0,534.07
white,47981.0,female,14.0,49.0,745.6
other,12348.0,female,12.0,50.0,733.92
white,42411.0,female,16.0,54.0,821.89
white,17800.0,female,15.0,43.0,667.83
white,25000.0,male,15.0,31.0,616.76
hispanic,64167.0,female,13.0,51.0,772.75
black,27709.0,female,10.0,53.0,594.41
black,41736.0,female,14.0,47.0,536.38
white,352565.0,female,18.0,54.0,858.96
white,87068.0,female,19.0,51.0,789.16
other,54915.0,female,15.0,48.0,756.0
white,124114.0,female,21.0,54.0,841.14
other,29224.0,male,11.0,30.0,608.56
white,198931.0,male,17.0,38.0,883.32
other,120110.0,female,18.0,52.0,803.53
white,24572.0,female,15.0,45.0,709.29
other,30960.0,female,11.0,50.0,732.57
white,29708.0,female,15.0,48.0,743.85
white,22291.0,female,14.0,57.0,844.65
white,104411.0,female,19.0,51.0,802.94
white,6482.0,male,17.0,34.0,711.31
white,40466.0,male,16.0,37.0,810.17
black,37856.0,male,14.0,35.0,741.79
white,81457.0,male,18.0,25.0,508.34
black,155470.0,male,16.0,36.0,803.44
asian,55230.0,male,17.0,42.0,1030.05
other,73452.0,female,14.0,48.0,760.13
hispanic,8173.0,female,11.0,52.0,763.5
white,131566.0,male,17.0,35.0,756.02
white,13185.0,male,15.0,35.0,752.13
black,215988.0,female,17.0,50.0,609.37
black,254946.0,male,16.0,30.0,636.7
white,44626.0,male,16.0,34.0,735.03
black,67491.0,female,14.0,39.0,438.68
white,12175.0,female,14.0,50.0,724.98
hispanic,137322.0,female,16.0,48.0,752.58
hispanic,40512.0,male,14.0,39.0,1059.02
black,30029.0,male,12.0,27.0,535.86
other,60344.0,female,13.0,47.0,725.56
white,49622.0,female,17.0,51.0,794.73
black,119557.0,male,16.0,37.0,819.1
white,50625.0,female,17.0,47.0,726.23
white,236867.0,male,18.0,32.0,689.8
white,61310.0,female,16.0,51.0,782.72
white,41040.0,male,16.0,33.0,675.29
white,109475.0,female,20.0,46.0,752.63
other,22082.0,male,13.0,32.0,683.0
other,168298.0,female,15.0,51.0,788.01
white,170794.0,male,18.0,33.0,696.37
white,36209.0,female,13.0,47.0,736.6
hispanic,10557.0,female,11.0,52.0,729.76
black,351531.0,female,16.0,51.0,593.43
other,11366.0,female,13.0,47.0,722.15
black,26348.0,male,12.0,37.0,807.86
white,60051.0,male,15.0,41.0,955.75
other,158187.0,female,17.0,51.0,805.25
white,23666.0,female,15.0,49.0,772.48
white,97378.0,female,18.0,55.0,853.44
white,126817.0,female,20.0,51.0,823.21
hispanic,68095.0,female,13.0,47.0,735.14
black,235800.0,female,16.0,54.0,643.45
asian,21523.0,female,15.0,46.0,829.27
white,291656.0,male,18.0,34.0,783.84
white,33201.0,male,14.0,39.0,869.21
white,21095.0,female,13.0,46.0,687.89
white,108732.0,female,18.0,50.0,811.32
white,25959.0,male,14.0,35.0,749.07
black,51686.0,female,13.0,50.0,551.18
black,196567.0,female,17.0,51.0,596.39
black,408683.0,male,16.0,35.0,791.34
white,264490.0,female,16.0,53.0,835.41
black,47927.0,female,16.0,57.0,643.81
white,91608.0,male,17.0,36.0,792.69
white,89879.0,female,18.0,49.0,802.4
asian,16435.0,female,16.0,52.0,899.17
white,25196.0,male,15.0,39.0,880.37
white,139965.0,male,19.0,25.0,511.54
white,31304.0,female,14.0,58.0,865.13
white,30651.0,male,12.0,33.0,705.91
white,16892.0,female,13.0,49.0,719.6
asian,58454.0,female,17.0,49.0,879.98
white,348538.0,female,19.0,54.0,854.9
asian,27967.0,female,16.0,51.0,886.19
asian,20643.0,male,15.0,31.0,624.46
white,21722.0,female,15.0,50.0,750.72
hispanic,33707.0,male,12.0,39.0,1033.75
white,124483.0,female,18.0,52.0,821.69
white,81911.0,male,18.0,37.0,850.64
white,119252.0,male,18.0,26.0,533.78
white,32983.0,male,15.0,37.0,796.83
white,370648.0,male,19.0,29.0,622.1
white,4062.0,male,13.0,36.0,738.35
white,43202.0,female,18.0,46.0,740.82
black,27336.0,female,12.0,48.0,511.57
white,271829.0,female,19.0,46.0,759.57
asian,499833.0,male,19.0,32.0,695.21
white,38787.0,male,13.0,31.0,633.51
white,194640.0,male,18.0,35.0,817.72
other,30967.0,male,14.0,41.0,960.21
hispanic,35409.0,male,13.0,35.0,901.85
black,36149.0,male,11.0,37.0,792.7
black,313911.0,male,16.0,30.0,624.57
white,66439.0,female,17.0,47.0,747.24
white,4162.0,female,13.0,51.0,754.07
black,28642.0,male,14.0,36.0,753.69
white,25693.0,male,16.0,31.0,635.93
white,93990.0,male,19.0,28.0,576.53
white,48430.0,female,16.0,43.0,692.16
white,13329.0,female,14.0,55.0,811.79
white,20956.0,male,15.0,32.0,655.42
asian,44609.0,female,19.0,48.0,893.24
white,75786.0,male,16.0,32.0,687.34
white,252940.0,female,17.0,52.0,794.18
white,23156.0,male,16.0,33.0,673.9
hispanic,44065.0,female,14.0,50.0,769.06
white,60624.0,male,16.0,33.0,713.99
white,162825.0,female,18.0,50.0,811.91
hispanic,56253.0,female,13.0,51.0,765.03
white,53721.0,female,16.0,50.0,748.15
white,26228.0,male,11.0,34.0,702.85
white,60827.0,male,15.0,37.0,823.32
white,92755.0,male,18.0,40.0,937.81
asian,29306.0,male,16.0,43.0,1060.49
asian,37884.0,female,15.0,51.0,888.15
white,123869.0,female,18.0,52.0,824.82
white,15539.0,male,14.0,34.0,734.66
white,42668.0,female,15.0,50.0,786.97
white,32936.0,male,15.0,33.0,679.03
black,125902.0,female,16.0,45.0,522.55
other,70235.0,female,15.0,46.0,722.69
white,33000.0,female,14.0,46.0,718.17
black,442587.0,male,15.0,33.0,711.05
white,79872.0,male,18.0,36.0,838.85
white,40175.0,male,14.0,29.0,575.21
white,68897.0,female,15.0,56.0,871.99
white,959646.0,male,16.0,37.0,873.17
other,19953.0,female,12.0,50.0,726.74
white,16738.0,male,14.0,35.0,728.45
other,13478.0,male,12.0,27.0,532.99
white,50639.0,male,15.0,35.0,766.89
white,141276.0,female,19.0,53.0,809.64
hispanic,11465.0,male,13.0,38.0,998.01
white,53260.0,male,17.0,33.0,704.35
white,27579.0,male,14.0,39.0,897.38
hispanic,16099.0,male,12.0,27.0,668.38
other,112499.0,female,15.0,51.0,794.8
asian,39849.0,female,14.0,48.0,851.57
white,63554.0,female,15.0,47.0,742.66
white,174185.0,male,18.0,40.0,938.81
black,32435.0,male,11.0,36.0,757.53
hispanic,68627.0,female,13.0,46.0,725.13
white,78191.0,female,15.0,56.0,845.31
hispanic,30558.0,female,11.0,46.0,694.64
other,128200.0,male,16.0,36.0,810.16
hispanic,133563.0,male,17.0,23.0,625.76
white,45916.0,male,14.0,31.0,634.42
hispanic,21518.0,male,11.0,32.0,807.32
white,37550.0,female,15.0,58.0,870.12
white,34807.0,female,13.0,57.0,824.06
white,51080.0,female,16.0,49.0,755.94
white,80409.0,female,19.0,48.0,748.94
white,59919.0,female,17.0,38.0,640.11
black,64859.0,male,15.0,30.0,618.18
white,156735.0,female,19.0,56.0,855.67
hispanic,101568.0,female,16.0,43.0,700.63
white,78060.0,female,16.0,54.0,816.8
white,35444.0,male,13.0,34.0,713.46
hispanic,209078.0,male,17.0,34.0,891.19
white,77068.0,female,16.0,45.0,700.19
other,26004.0,female,12.0,49.0,747.54
white,97898.0,male,19.0,32.0,696.76
other,59632.0,female,13.0,39.0,642.02
white,21174.0,male,15.0,27.0,534.81
white,65285.0,male,18.0,36.0,789.91
hispanic,50106.0,male,14.0,39.0,1045.42
white,11961.0,male,14.0,38.0,842.22
white,18940.0,female,14.0,52.0,779.5
white,14798.0,male,13.0,27.0,513.08
white,70313.0,male,16.0,35.0,765.22
white,30947.0,female,14.0,49.0,743.28
black,63053.0,female,14.0,51.0,591.44
white,44841.0,female,17.0,52.0,781.92
other,72152.0,female,14.0,48.0,754.53
white,13321.0,male,15.0,35.0,742.21
other,55218.0,male,14.0,32.0,672.86
white,68080.0,female,17.0,47.0,746.29
white,338061.0,female,20.0,53.0,829.43
white,33940.0,female,14.0,53.0,787.3
white,55962.0,male,15.0,32.0,690.63
other,87886.0,female,15.0,52.0,781.32
black,20170.0,male,10.0,34.0,694.91
black,87418.0,female,17.0,47.0,537.19
white,26854.0,male,15.0,36.0,804.26
hispanic,83904.0,female,17.0,49.0,762.82
white,46941.0,female,16.0,53.0,791.71
other,26500.0,male,12.0,28.0,547.61
asian,122545.0,female,20.0,46.0,899.09
white,26141.0,female,13.0,41.0,654.86
white,146742.0,female,18.0,56.0,865.07
white,14227.0,male,14.0,30.0,571.5
hispanic,177509.0,female,15.0,45.0,700.06
white,43409.0,male,16.0,34.0,738.21
black,14724.0,male,13.0,26.0,464.94
white,58732.0,female,16.0,53.0,810.3
asian,3336.0,male,16.0,39.0,868.31
white,40906.0,male,15.0,28.0,544.07
white,206937.0,male,18.0,31.0,678.43
white,51614.0,female,16.0,47.0,725.02
white,81277.0,male,16.0,33.0,709.78
other,102389.0,female,16.0,51.0,811.62
black,75863.0,female,15.0,49.0,570.41
white,77892.0,male,15.0,32.0,680.59
white,52832.0,female,16.0,50.0,776.96
white,80436.0,male,17.0,39.0,914.77
white,278069.0,female,16.0,48.0,779.86
white,371285.0,female,19.0,43.0,711.2
hispanic,8166.0,male,13.0,40.0,1051.51
white,18806.0,male,12.0,37.0,794.94
hispanic,6122.0,male,12.0,33.0,824.52
white,76477.0,female,16.0,53.0,817.28
white,110791.0,male,18.0,30.0,597.86
hispanic,21256.0,female,13.0,47.0,757.78
white,12836.0,female,13.0,54.0,780.63
asian,25093.0,female,15.0,49.0,864.29
white,243174.0,male,19.0,31.0,680.4
black,27631.0,female,11.0,47.0,505.17
white,34381.0,male,16.0,38.0,868.62
white,95459.0,male,17.0,35.0,754.77
hispanic,101990.0,male,16.0,38.0,1036.02
hispanic,21195.0,female,10.0,48.0,751.14
white,9905.0,male,15.0,36.0,776.14
white,34168.0,female,16.0,45.0,694.03
hispanic,116087.0,female,16.0,53.0,805.27
black,37783.0,male,11.0,35.0,733.01
white,20429.0,male,14.0,36.0,763.25
white,62259.0,male,16.0,24.0,475.28
white,30209.0,male,13.0,39.0,866.66
hispanic,84087.0,female,16.0,45.0,734.79
white,9833.0,male,13.0,34.0,702.29
other,26999.0,male,11.0,38.0,822.42
hispanic,75805.0,male,13.0,31.0,790.91
white,67190.0,female,14.0,49.0,747.55
white,41756.0,male,17.0,36.0,798.65
hispanic,23027.0,male,11.0,35.0,891.57
white,236428.0,male,18.0,34.0,754.94
other,83362.0,female,16.0,48.0,750.38
white,6984.0,male,14.0,27.0,487.88
hispanic,53360.0,female,14.0,52.0,809.6
white,11642.0,male,14.0,37.0,792.55
white,82114.0,female,20.0,57.0,846.74
white,59592.0,female,17.0,56.0,857.56
black,67551.0,male,12.0,29.0,601.06
white,36017.0,female,14.0,50.0,785.74
hispanic,29921.0,female,13.0,45.0,723.42
black,97613.0,male,16.0,31.0,651.52
white,475007.0,male,17.0,39.0,922.07
white,19727.0,male,15.0,34.0,706.18
white,63374.0,male,16.0,29.0,583.64
white,22241.0,male,12.0,28.0,531.94
white,84476.0,female,18.0,51.0,798.21
white,22120.0,male,14.0,32.0,671.96
white,18841.0,female,13.0,54.0,787.17
hispanic,335352.0,male,16.0,35.0,945.47
white,111711.0,female,19.0,53.0,853.98
other,10404.0,male,12.0,34.0,698.8
white,19472.0,female,12.0,48.0,720.13
other,23943.0,male,11.0,37.0,789.9
white,45739.0,male,16.0,33.0,705.7
white,2219.0,male,13.0,34.0,693.22
white,70694.0,female,17.0,45.0,699.7
white,23757.0,male,13.0,40.0,896.41
hispanic,55164.0,female,15.0,54.0,804.12
other,45254.0,female,12.0,46.0,697.27
asian,26197.0,female,17.0,52.0,925.38
white,50925.0,male,16.0,37.0,807.18
asian,49152.0,male,18.0,34.0,713.74
hispanic,114715.0,female,17.0,43.0,722.56
white,9505.0,female,14.0,53.0,756.19
white,18883.0,female,15.0,52.0,790.98
white,30165.0,female,13.0,53.0,772.16
asian,8376.0,female,15.0,46.0,802.93
white,29306.0,female,15.0,49.0,735.16
asian,108863.0,female,19.0,53.0,948.64
white,26703.0,female,14.0,45.0,693.87
white,71542.0,male,15.0,28.0,559.87
black,76352.0,female,14.0,53.0,592.45
